LEAID,#schools,#students,district,state,Tier
400397,1,161.0,CAFA Inc. dba Learning Foundation Performing Arts (79971),AZ,Tier 1
400399,1,148.0,Montessori Academy Inc. (80011),AZ,Tier 1
400401,1,210.0,New World Educational Center (78882),AZ,Tier 1
400402,2,521.0,Cholla Academy (5186),AZ,Tier 1
400403,1,17.0,Akimel O Otham Pee Posh Charter School Inc. (5978),AZ,Tier 1
400404,1,7.0,Akimel O'Otham Pee Posh Charter School Inc. (78966),AZ,Tier 1
400405,1,204.0,Cornerstone Charter SchoolInc (79077),AZ,Tier 1
400406,1,518.0,Happy Valley School Inc. (79081),AZ,Tier 1
400407,3,304.0,CITY Center for Collaborative Learning (85448),AZ,Tier 1
400409,1,126.0,Satori Inc. (85454),AZ,Tier 1
400413,2,510.0,Mohave Accelerated Elementary School Inc. (85516),AZ,Tier 1
400414,1,93.0,Academy of Building Industries Inc. (85540),AZ,Tier 1
400415,1,527.0,Arizona Montessori Charter School at Anthem (85749),AZ,Tier 1
400417,1,528.0,Arizona Agribusiness & Equine Center Inc. (85816),AZ,Tier 1
400419,1,0.0,Gila County Regional School District (87600),AZ,Tier 1
400420,2,35.0,Pillar Charter School (87334),AZ,Tier 1
400423,1,137.0,Legacy Education Group (87349),AZ,Tier 1
400424,1,608.0,Rosefield Charter Elementary School Inc. (87399),AZ,Tier 1
400425,1,600.0,East Mesa Charter Elementary School Inc. (87401),AZ,Tier 1
400426,1,126.0,Arizona Agribusiness & Equine Center Inc. (87403),AZ,Tier 1
400427,1,3099.0,Arizona Connections Academy Charter School Inc. (87407),AZ,Tier 2
400429,1,412.0,Country Gardens Charter Schools (79074),AZ,Tier 1
400432,2,9004.0,Portable Practical Educational Preparation Inc. ( (87405),AZ,Tier 3
400438,1,729.0,Imagine Charter Elementary at Desert West Inc. (88367),AZ,Tier 1
400439,1,166.0,Desert Star Community School Inc. (88321),AZ,Tier 1
400440,1,734.0,Chandler Preparatory Academy (88299),AZ,Tier 1
400441,1,360.0,Imagine Middle at Surprise Inc. (88372),AZ,Tier 1
400442,1,129.0,Imagine Middle at East Mesa Inc. (88369),AZ,Tier 1
400444,1,364.0,Prescott Valley Charter School (88317),AZ,Tier 1
400445,1,400.0,Imagine Charter Elementary at Camelback Inc. (88365),AZ,Tier 1
400447,1,387.0,American Charter Schools Foundation d.b.a. South R (88334),AZ,Tier 1
400448,1,50.0,Desert Sky Community School Inc. (88308),AZ,Tier 1
400450,5,8403.0,Agua Fria Union High School District (4289),AZ,Tier 3
400455,1,0.0,Arizona State Hospital (6415),AZ,Tier 1
400463,14,343.0,Arizona State Schools for the Deaf and the Blind (6393),AZ,Tier 1
400480,2,137.0,Aguila Elementary District (4249),AZ,Tier 1
400520,2,356.0,Ajo Unified District (4409),AZ,Tier 1
400600,18,10665.0,Alhambra Elementary District (4280),AZ,Tier 4
400608,1,1137.0,BASIS Charter Schools Inc. (81078),AZ,Tier 1
400610,1,935.0,Desert Heights Charter Schools (81099),AZ,Tier 1
400612,10,39.0,Northeast Arizona Technological Institute of Vocat (81114),AZ,Tier 1
400613,2,142.0,Educational Impact Inc. (81123),AZ,Tier 1
400614,1,243.0,MCCCD on behalf of Phoenix College Preparatory Aca (81174),AZ,Tier 1
400615,59,468.0,West-MEC - Western Maricopa Education Center (80923),AZ,Tier 1
400616,1,81.0,New School for the Arts Middle School (80985),AZ,Tier 1
400618,1,489.0,American Charter Schools Foundation d.b.a. South P (80989),AZ,Tier 1
400619,1,480.0,American Charter Schools Foundation d.b.a. Alta Vi (80995),AZ,Tier 1
400621,2,235.0,Pinnacle Education-Tempe Inc. (81001),AZ,Tier 1
400625,1,21.0,Pinnacle Education-Kino Inc. (81009),AZ,Tier 1
400626,1,24.0,Pinnacle Education-Casa Grande Inc. (81011),AZ,Tier 1
400630,1,56.0,Alpine Elementary District (4161),AZ,Tier 1
400632,1,441.0,Cochise Community Development Corporation (81027),AZ,Tier 1
400633,2,344.0,Canyon Rose Academy Inc. (81029),AZ,Tier 1
400636,2,683.0,Blueprint Education (81041),AZ,Tier 1
400637,1,233.0,Edkey Inc. - Redwood Academy (81043),AZ,Tier 1
400638,4,793.0,Edkey Inc. - Pathfinder Academy (81045),AZ,Tier 1
400640,2,114.0,Edkey Inc. - Sequoia School for the Deaf and Hard (81050),AZ,Tier 1
400641,2,148.0,Edkey Inc. - Sequoia Ranch School (81052),AZ,Tier 1
400649,2,866.0,Heritage Elementary School (81076),AZ,Tier 1
400650,1,23.0,Integrity Education Incorporated (5174),AZ,Tier 1
400653,2,349.0,Edkey Inc. - Arizona Conservatory for Arts and Ac (79981),AZ,Tier 1
400655,1,792.0,Veritas Preparatory Academy (80992),AZ,Tier 1
400656,1,65.0,RSD Charter School Inc. (81033),AZ,Tier 1
400680,23,10895.0,Amphitheater Unified District (4406),AZ,Tier 4
400720,2,191.0,Antelope Union High School District (4506),AZ,Tier 1
400745,1,1360.0,Legacy Traditional School - Maricopa (88360),AZ,Tier 1
400746,3,3352.0,Eduprize Schools LLC (89412),AZ,Tier 2
400747,1,865.0,Scottsdale Preparatory Academy (89756),AZ,Tier 1
400748,1,165.0,Sage Academy Inc. (89414),AZ,Tier 1
400750,1,4.0,Apache Elementary District (4178),AZ,Tier 1
400751,3,117.0,Concordia Charter School Inc. (89556),AZ,Tier 1
400752,55,177.0,Pima County JTED (89380),AZ,Tier 1
400754,1,485.0,Imagine Desert West Middle Inc. (89563),AZ,Tier 1
400755,2,394.0,Freedom Academy Inc. (89506),AZ,Tier 1
400756,1,173.0,Imagine Camelback Middle Inc. (89561),AZ,Tier 1
400757,1,556.0,Arete Preparatory Academy (89486),AZ,Tier 1
400758,1,627.0,Candeo Schools Inc. (89758),AZ,Tier 1
400760,1,603.0,Glendale Preparatory Academy (89829),AZ,Tier 1
400761,1,0.0,Tempe Preparatory Junior Academy (89947),AZ,Tier 1
400763,1,506.0,EAGLE South Mountain Charter Inc. (89850),AZ,Tier 1
400764,1,467.0,ASU Preparatory Academy (89949),AZ,Tier 1
400766,1,550.0,Imagine Coolidge Elementary Inc. (89786),AZ,Tier 1
400768,1,56.0,Pima Prevention Partnership dba Pima Partnership A (89864),AZ,Tier 1
400769,1,537.0,Imagine Prep Coolidge Inc. (90034),AZ,Tier 1
400770,1,317.0,Imagine Prep Surprise Inc. (89790),AZ,Tier 1
400771,1,49.0,Blue Adobe Project (89871),AZ,Tier 1
400772,12,25.0,Mountain Institute JTED (90090),AZ,Tier 1
400774,1,543.0,Daisy Education Corporation dba Sonoran Science Ac (89915),AZ,Tier 1
400775,1,846.0,San Tan Montessori School Inc. (89798),AZ,Tier 1
400776,1,363.0,Daisy Education Corporation dba Sonoran Science Ac (89914),AZ,Tier 1
400778,1,683.0,Daisy Education Corporation dba Paragon Science Ac (89917),AZ,Tier 1
400780,1,467.0,Imagine Avondale Elementary Inc. (89784),AZ,Tier 1
400781,1,777.0,Math and Science Success Academy Inc. (89852),AZ,Tier 1
400782,1,69.0,Haven Montessori Children's House Inc. (89951),AZ,Tier 1
400783,1,369.0,Imagine Prep Superstition Inc. (89788),AZ,Tier 1
400785,1,248.0,AZ Compass Schools Inc. (89869),AZ,Tier 1
400786,1,278.0,West Valley Arts and Technology Academy Inc. (90036),AZ,Tier 1
400787,1,114.0,Kaizen Education Foundation dba Vista Grove Prepar (90330),AZ,Tier 1
400788,1,136.0,ASU Preparatory Academy (90273),AZ,Tier 1
400789,1,315.0,Kaizen Education Foundation dba Liberty Arts Acade (90334),AZ,Tier 1
400790,6,2899.0,Apache Junction Unified District (4443),AZ,Tier 2
400792,1,216.0,Vector School District Inc. (90317),AZ,Tier 1
400793,1,554.0,Morrison Education Group Inc. (90192),AZ,Tier 1
400794,12,4.0,Western Arizona Vocational District #50 (90123),AZ,Tier 1
400796,1,155.0,CAFA Inc. dba Learning Foundation and Performing  (90328),AZ,Tier 1
400797,2,704.0,Academy Del Sol Inc. (90199),AZ,Tier 1
400798,1,423.0,Pioneer Preparatory School (90140),AZ,Tier 1
400799,1,180.0,Kaizen Education Foundation dba Gilbert Arts Acade (90333),AZ,Tier 1
400800,4,3449.0,The Odyssey Preparatory Academy Inc. (90287),AZ,Tier 2
400801,1,244.0,Skyline Gila River Schools LLC (90329),AZ,Tier 1
400802,1,256.0,Imagine Avondale Middle Inc. (90162),AZ,Tier 1
400803,2,647.0,CAFA Inc. dba Learning Foundation and Performing  (90327),AZ,Tier 1
400805,2,600.0,Choice Academies Inc. (90138),AZ,Tier 1
400807,1,148.0,Daisy Education Corporation dba. Sonoran Science A (90284),AZ,Tier 1
400810,1,140.0,Imagine Superstition Middle Inc. (90160),AZ,Tier 1
400814,1,73.0,CPLC Community Schools dba Hiaki High School (90331),AZ,Tier 1
400815,1,85.0,Research Based Education Corporation (90275),AZ,Tier 1
400816,2,632.0,Educational Options Foundation (90201),AZ,Tier 1
400817,1,30.0,Ed Ahead (90506),AZ,Tier 1
400818,1,628.0,BASIS Charter Schools Inc. (90508),AZ,Tier 1
400819,1,771.0,Anthem Preparatory Academy (90532),AZ,Tier 1
400820,1,178.0,Compass Points International Inc (90533),AZ,Tier 1
400821,1,130.0,Pima Prevention Partnership (90536),AZ,Tier 1
400822,1,234.0,Daisy Education Corporation dba. Sonoran Science A (90541),AZ,Tier 1
400823,2,422.0,Kaizen Education Foundation dba Mission Heights Pr (90548),AZ,Tier 1
400824,1,720.0,Leading Edge Academy Maricopa (90637),AZ,Tier 1
400827,2,1574.0,Arizona Education Solutions (90758),AZ,Tier 1
400828,1,486.0,Arizona Agribusiness & Equine Center Inc. (90779),AZ,Tier 1
400829,1,991.0,BASIS Charter Schools Inc. (90841),AZ,Tier 1
400830,1,1177.0,BASIS Charter Schools Inc. (90842),AZ,Tier 1
400831,1,878.0,BASIS Charter Schools Inc. (90862),AZ,Tier 1
400832,2,534.0,Archway Classical Academy Trivium West (90915),AZ,Tier 1
400833,1,718.0,Archway Classical Academy Veritas (90916),AZ,Tier 1
400834,1,548.0,Archway Classical Academy Chandler (90917),AZ,Tier 1
400838,1,310.0,Arizona Agribusiness & Equine Center Inc. (91131),AZ,Tier 1
400839,1,465.0,Pima Rose Academy Inc. (90997),AZ,Tier 1
400840,1,266.0,Arlington Elementary District (4274),AZ,Tier 1
400841,1,1081.0,Archway Classical Academy Scottsdale (90857),AZ,Tier 1
400842,1,1253.0,Legacy Traditional School - Northwest Tucson (91137),AZ,Tier 1
400843,1,769.0,BASIS Charter Schools Inc. (91280),AZ,Tier 1
400844,1,94.0,La Tierra Community School Inc (90900),AZ,Tier 1
400845,1,349.0,Leading Edge Academy Queen Creek  (91174),AZ,Tier 1
400846,1,232.0,South Valley Academy Inc. (90540),AZ,Tier 1
400847,1,1368.0,Legacy Traditional School - Avondale (91135),AZ,Tier 1
400849,1,179.0,EAGLE College Prep Harmony LLC (91170),AZ,Tier 1
400850,1,594.0,Reid Traditional Schools' Painted Rock Academy Inc (91317),AZ,Tier 1
400851,1,895.0,Trivium Preparatory Academy (90859),AZ,Tier 1
400852,1,213.0,Kaizen Education Foundation dba Havasu Preparatory (90535),AZ,Tier 1
400853,1,317.0,South Phoenix Academy Inc. (91108),AZ,Tier 1
400855,1,1242.0,Legacy Traditional School - Chandler (91133),AZ,Tier 1
400857,1,506.0,ASU Preparatory Academy (91307),AZ,Tier 1
400858,1,353.0,ASU Preparatory Academy (91303),AZ,Tier 1
400859,1,425.0,ASU Preparatory Academy (91305),AZ,Tier 1
400861,1,498.0,North Phoenix Preparatory Academy (90879),AZ,Tier 1
400862,1,74.0,Collaborative Pathways Inc. (91773),AZ,Tier 1
400863,3,793.0,The Paideia Academies Inc (91250),AZ,Tier 1
400864,1,517.0,Happy Valley East (90906),AZ,Tier 1
400866,1,562.0,Archway Classical Academy Glendale (91878),AZ,Tier 1
400867,1,371.0,Ball Charter Schools (Val Vista) (90885),AZ,Tier 1
400868,1,124.0,Open Doors Community School Inc. (91238),AZ,Tier 1
400870,1,17.0,Ash Creek Elementary District (4187),AZ,Tier 1
400871,1,980.0,Legacy Traditional School ? Laveen Village (91763),AZ,Tier 1
400872,1,62.0,Institute for Transformative Education Inc. (90876),AZ,Tier 1
400873,1,831.0,Archway Classical Academy North Phoenix (91758),AZ,Tier 1
400875,1,819.0,Maryvale Preparatory Academy (90861),AZ,Tier 1
400876,1,152.0,George Gervin Youth Center Inc. (90884),AZ,Tier 1
400877,2,857.0,Empower College Prep (91277),AZ,Tier 1
400878,1,922.0,BASIS Charter Schools Inc. (91309),AZ,Tier 1
400879,1,154.0,Scottsdale Country Day School (91110),AZ,Tier 1
400880,1,250.0,Southwest Leadership Academy (92043),AZ,Tier 1
400881,1,494.0,BASIS Charter Schools Inc. (92349),AZ,Tier 1
400882,1,57.0,Kaizen Education Foundation dba Advance U (91329),AZ,Tier 1
400884,1,347.0,ASU Preparatory Academy (92327),AZ,Tier 1
400885,1,301.0,Incito Schools (91326),AZ,Tier 1
400886,1,532.0,Archway Classical Academy Cicero (92314),AZ,Tier 1
400887,5,1002.0,Vista College Preparatory Inc. (91948),AZ,Tier 1
400888,1,542.0,Archway Classical Academy Arete (92312),AZ,Tier 1
400890,1,440.0,ASU Preparatory Academy (92325),AZ,Tier 1
400891,6,6008.0,Academy of Mathematics and Science South Inc. (90878),AZ,Tier 3
400892,1,1321.0,Legacy Traditional School - Casa Grande (92199),AZ,Tier 1
400893,1,179.0,Hirsch Academy A Challenge Foundation (91275),AZ,Tier 1
400894,1,137.0,Kaizen Education Foundation dba Discover U Element (91328),AZ,Tier 1
400895,1,467.0,Espiritu Community Development Corp. (92250),AZ,Tier 1
400897,1,780.0,BASIS Charter Schools Inc. (91339),AZ,Tier 1
400898,1,813.0,BASIS Charter Schools Inc. (91949),AZ,Tier 1
400899,1,1137.0,Legacy Traditional School - Gilbert (92047),AZ,Tier 1
400900,1,489.0,Cicero Preparatory Academy (92316),AZ,Tier 1
400902,1,49.0,The Farm at Mission Montessori Academy (91340),AZ,Tier 1
400903,1,706.0,BASIS Charter Schools Inc. (92320),AZ,Tier 1
400904,1,609.0,Edkey Inc. - Sequoia Pathway Academy (92226),AZ,Tier 1
400905,1,713.0,BASIS Charter Schools Inc. (92318),AZ,Tier 1
400907,1,76.0,StrengthBuilding Partners (91992),AZ,Tier 1
400909,1,460.0,Madison Highland Prep (91935),AZ,Tier 1
400910,3,267.0,Ash Fork Joint Unified District (4471),AZ,Tier 1
400911,1,678.0,Heritage Academy Queen Creek Inc. (92519),AZ,Tier 1
400912,1,195.0,EAGLE College Prep Mesa LLC. (91939),AZ,Tier 1
400913,2,348.0,Arizona Autism Charter Schools Inc. (91958),AZ,Tier 1
400914,1,91.0,Franklin Phonetic Primary School Inc. (92596),AZ,Tier 1
400915,1,156.0,CASA Academy (91934),AZ,Tier 1
400916,1,410.0,EAGLE College Prep Maryvale LLC (91938),AZ,Tier 1
400918,1,77.0,Arizona Language Preparatory (92566),AZ,Tier 1
400919,1,571.0,Lincoln Preparatory Academy (92657),AZ,Tier 1
400920,11,7.0,Southwest Technical Education District of Yuma (ST (92705),AZ,Tier 1
400921,1,802.0,Horizon Community Learning Center Inc. (92620),AZ,Tier 1
400922,1,505.0,Desert Star Academy (92302),AZ,Tier 1
400924,1,514.0,Western School of Science and Technology Inc. (91937),AZ,Tier 1
400925,1,712.0,Archway Classical Academy Lincoln (92656),AZ,Tier 1
400926,1,553.0,Heritage Academy Laveen Inc. (92520),AZ,Tier 1
400927,1,1345.0,Legacy Traditional School - Queen Creek (92610),AZ,Tier 1
400929,1,412.0,Noah Webster Schools-Pima (92374),AZ,Tier 1
400930,1,531.0,Archway Classical Academy Trivium East (92704),AZ,Tier 1
400932,1,0.0,Seneca Preparatory Academy Foundation (91237),AZ,Tier 1
400933,1,1875.0,Legacy Traditional School - Surprise (92879),AZ,Tier 1
400934,1,280.0,Self Development Academy-Phoenix (92381),AZ,Tier 1
400936,1,494.0,BASIS Charter Schools Inc. (92865),AZ,Tier 1
400937,1,616.0,BASIS Charter Schools Inc. (92863),AZ,Tier 1
400939,1,46.0,Espiritu Schools (92902),AZ,Tier 1
400940,1,1158.0,Academy of Mathematics and Science Inc. (92768),AZ,Tier 1
400941,1,277.0,BASIS Charter Schools Inc. (92734),AZ,Tier 1
400942,1,345.0,Ethos Academy - A Challenge Foundation Academy (92379),AZ,Tier 1
400943,1,661.0,BASIS Charter Schools Inc. (92736),AZ,Tier 1
400944,6,3904.0,Leman Academy of Excellence Inc. (92730),AZ,Tier 2
400945,1,52.0,Pensar Academy (92972),AZ,Tier 1
400946,1,226.0,ASU Preparatory Academy (346763),AZ,Tier 1
400947,1,219.0,ASU Preparatory Academy - Casa Grande (92987),AZ,Tier 1
400948,1,1192.0,Legacy Traditional School - Glendale (850100),AZ,Tier 1
400949,1,258.0,Painted Desert Montessori LLC (123733),AZ,Tier 1
400950,1,134.0,Pathways In Education-Arizona Inc. (92983),AZ,Tier 1
400951,1,831.0,Legacy Traditional School - Peoria (850099),AZ,Tier 1
400952,1,225.0,Kaizen Education Foundation dba Colegio Petite Pho (92989),AZ,Tier 1
400953,1,790.0,The Grande Innovation Academy (92978),AZ,Tier 1
400954,1,967.0,Legacy Traditional School - North Chandler (850101),AZ,Tier 1
400955,1,286.0,Estrella Educational Foundation (92988),AZ,Tier 1
400956,1,83.0,ASU Preparatory Academy (92716),AZ,Tier 1
400958,1,639.0,BASIS Charter Schools Inc. (92997),AZ,Tier 1
400959,1,1214.0,Legacy Traditional School - Phoenix (873957),AZ,Tier 1
400960,9,5634.0,Avondale Elementary District (4272),AZ,Tier 3
400961,1,352.0,BASIS Charter Schools Inc. (549803),AZ,Tier 1
400962,1,1020.0,Legacy Traditional School - East Mesa (834265),AZ,Tier 1
400963,1,664.0,BASIS Charter Schools Inc. (273398),AZ,Tier 1
400964,1,458.0,Synergy Public School Inc. (92981),AZ,Tier 1
400965,1,4111.0,ASU Preparatory Academy Digital (522074),AZ,Tier 3
400966,1,428.0,Highland Prep (92982),AZ,Tier 1
400967,1,833.0,BASIS Charter Schools Inc. (934316),AZ,Tier 1
400968,1,284.0,Victory Collegiate Academy Corporation (92985),AZ,Tier 1
400969,2,79.0,Arizona Agribusiness & Equine Center INC. (134379),AZ,Tier 1
400970,1,15.0,AIBT Non-Profit Charter High School Inc. (449790),AZ,Tier 1
400975,1,102.0,Phoenix International Academy (903484),AZ,Tier 1
400976,1,64.0,Think Through Academy (92976),AZ,Tier 1
400977,1,46.0,The French American School of Arizona (395879),AZ,Tier 1
400978,1,242.0,Edison Project (743644),AZ,Tier 1
400980,1,462.0,BASIS Charter Schools Inc. (783027),AZ,Tier 1
400981,1,173.0,Science Technology Engineering and Math Arizona (1000050),AZ,Tier 1
400987,1,96.0,Somerset Academy Arizona Inc. (1000160),AZ,Tier 1
400988,1,84.0,Valor Preparatory Academy LLC (1000291),AZ,Tier 1
400989,1,55.0,ARCHES Academy (92980),AZ,Tier 1
400990,1,98.0,New Learning Ventures Inc. (320470),AZ,Tier 1
400991,1,537.0,Legacy Traditional School - Goodyear (1000283),AZ,Tier 1
400992,1,159.0,Kaleidoscope School (1000164),AZ,Tier 1
400993,1,58.0,New Horizon High School Inc. (1000165),AZ,Tier 1
400994,1,28.0,Self Development Eastmark Academy (520359),AZ,Tier 1
400995,1,64.0,Self Development Scottsdale Academy (308420),AZ,Tier 1
400996,1,821.0,Legacy Traditional School - West Surprise (1000560),AZ,Tier 1
400997,1,556.0,Legacy Traditional School - North Phoenix (1000568),AZ,Tier 1
400998,1,163.0,A+ Charter Schools (1000166),AZ,Tier 1
400999,1,229.0,Freedom Preparatory Academy (1000979),AZ,Tier 1
401000,3,433.0,Bagdad Unified District (4468),AZ,Tier 1
401001,1,4.0,Educational Models for Learning Inc. (1000167),AZ,Tier 1
401002,1,0.0,Scholars Academy Sunnyslope (1000377),AZ,Tier 1
401003,1,199.0,Morrison Education Group Inc. (1001157),AZ,Tier 1
401004,1,184.0,Candeo Schools Inc. (1001161),AZ,Tier 1
401005,1,0.0,American Charter Schools Foundation dba Ridgeview  (1001346),AZ,Tier 1
401006,1,0.0,Legacy Traditional School - Mesa (1001397),AZ,Tier 1
401007,1,0.0,Legacy Traditional School - Deer Valley (1001398),AZ,Tier 1
401008,1,0.0,Legacy Traditional School - East Tucson (1001399),AZ,Tier 1
401009,1,0.0,Glen Canyon Outdoor Academy (1001519),AZ,Tier 1
401010,1,0.0,Liberty Leadership Academy (1001520),AZ,Tier 1
401011,1,0.0,Highland Prep West (1001521),AZ,Tier 1
401012,1,0.0,Co-Learn Club Inc. (1001669),AZ,Tier 1
401013,1,0.0,Online School of Arizona (1001719),AZ,Tier 1
401014,1,0.0,Copper State Academy (1001671),AZ,Tier 1
401015,1,0.0,Cochise County Accommodation School District (1001687),AZ,Tier 1
401050,5,2198.0,Balsz Elementary District (4268),AZ,Tier 2
401080,1,307.0,Beaver Creek Elementary District (4481),AZ,Tier 1
401160,1,119.0,Bicentennial Union High School District (4515),AZ,Tier 1
401180,5,639.0,Bisbee Unified District (4169),AZ,Tier 1
401230,1,10.0,Blue Elementary District (4231),AZ,Tier 1
401260,1,104.0,Bonita Elementary District (4224),AZ,Tier 1
401290,1,41.0,Bouse Elementary District (4513),AZ,Tier 1
401330,2,63.0,Bowie Unified District (4171),AZ,Tier 1
401380,9,5271.0,Buckeye Elementary District (4269),AZ,Tier 3
401410,5,4785.0,Buckeye Union High School District (4284),AZ,Tier 3
401460,10,5048.0,Sierra Vista Unified District (4175),AZ,Tier 3
401500,6,2250.0,Bullhead City School District (4378),AZ,Tier 2
401600,6,1556.0,Camp Verde Unified District (4470),AZ,Tier 1
401650,1,129.0,Canon Elementary District (4484),AZ,Tier 1
401680,22,15177.0,Cartwright Elementary District (4282),AZ,Tier 4
401710,14,6161.0,Casa Grande Elementary District (4446),AZ,Tier 3
401740,3,3610.0,Casa Grande Union High School District (4453),AZ,Tier 2
401760,8,5190.0,Catalina Foothills Unified District (4410),AZ,Tier 3
401810,3,105.0,Cedar Unified District (4395),AZ,Tier 1
401870,45,43081.0,Chandler Unified District #80 (4242),AZ,Tier 4
401940,8,3197.0,Chinle Unified District (4158),AZ,Tier 2
402130,1,0.0,Cochise Elementary District (4177),AZ,Tier 1
402190,1,176.0,Concho Elementary District (4160),AZ,Tier 1
402220,1,79.0,Congress Elementary District (4479),AZ,Tier 1
402250,2,620.0,Continental Elementary District (4416),AZ,Tier 1
402320,8,2110.0,Coolidge Unified District (4442),AZ,Tier 2
402370,6,1887.0,Cottonwood-Oak Creek Elementary District (4487),AZ,Tier 1
402400,12,5991.0,Crane Elementary District (4501),AZ,Tier 3
402430,11,5356.0,Creighton Elementary District (4263),AZ,Tier 3
402460,1,4.0,Crown King Elementary District (4483),AZ,Tier 1
402480,1,101.0,Graham County Special Services (4217),AZ,Tier 1
